order_id,user_id,session_id,order_date,total_amount,status
65,4830,447,2023-12-20 00:00:00,587.23,Delivered
66,4958,448,2024-02-10 00:00:00,269.88,Delivered
67,4012,450,2023-10-09 00:00:00,158.02,Delivered
68,2565,453,2023-02-03 00:00:00,357.98,Delivered
69,881,474,2023-12-26 00:00:00,90.67,Delivered
70,1806,487,2022-10-28 00:00:00,1487.82,Delivered
71,4797,508,2024-02-28 00:00:00,160.37,Cancelled
72,1604,509,2023-05-21 00:00:00,473.8,Delivered
73,428,517,2023-08-24 00:00:00,916.64,Delivered
74,3468,519,2023-12-04 00:00:00,619.58,Delivered
75,1601,520,2022-12-01 00:00:00,3141.44,Delivered
76,4519,552,2024-01-08 00:00:00,1531.15,Delivered
77,1257,563,2023-05-08 00:00:00,350.6,Delivered
78,1256,585,2022-06-10 00:00:00,1049.97,Delivered
79,1927,594,2023-04-29 00:00:00,1177.11,Delivered
80,673,597,2023-11-26 00:00:00,215.84,Delivered
81,1230,598,2023-07-20 00:00:00,1443.13,Delivered
82,1354,603,2024-02-11 00:00:00,392.68,Delivered
83,4815,617,2023-10-17 00:00:00,400.77,Delivered
84,2315,619,2023-05-22 00:00:00,396.42,Delivered
85,4077,625,2023-12-07 00:00:00,193.08,Delivered
86,2724,636,2024-01-25 00:00:00,348.89,Delivered
87,392,648,2023-02-19 00:00:00,188.46,Delivered
88,3932,656,2022-08-18 00:00:00,137.89,Delivered
89,1314,670,2024-02-23 00:00:00,992.59,Delivered
90,2404,687,2022-06-10 00:00:00,62.32,Delivered
91,2460,688,2024-02-20 00:00:00,43.28,Delivered
92,763,693,2023-08-12 00:00:00,367.58,Delivered
93,2205,703,2022-05-24 00:00:00,2518.77,Delivered
94,3521,714,2023-11-30 00:00:00,903.05,Delivered
95,1051,721,2023-11-30 00:00:00,132.87,Shipped
96,1010,729,2023-02-08 00:00:00,329.16,Cancelled
97,2258,742,2023-12-20 00:00:00,313.48,Delivered
98,3151,745,2024-01-14 00:00:00,139.47,Delivered
99,4342,752,2023-04-21 00:00:00,371.72,Delivered
100,2510,756,2024-02-23 00:00:00,372.28,Delivered
101,4630,764,2023-09-06 00:00:00,86.17,Delivered
102,974,772,2023-05-23 00:00:00,1737.73,Shipped
103,4433,775,2023-04-25 00:00:00,25.47,Cancelled
104,3776,785,2022-04-06 00:00:00,442.81,Delivered
105,1102,786,2023-04-07 00:00:00,272.01,Delivered
106,1673,787,2023-06-10 00:00:00,1366.12,Delivered
107,2455,788,2024-02-22 00:00:00,1828.99,Delivered
108,519,789,2024-01-18 00:00:00,170.26,Delivered
109,1883,804,2023-08-10 00:00:00,26.07,Delivered
110,2779,809,2024-01-30 00:00:00,178.06,Shipped
111,95,817,2022-05-24 00:00:00,430.74,Delivered
112,2895,824,2023-05-05 00:00:00,382.12,Delivered
113,2137,826,2022-08-15 00:00:00,1994.64,Cancelled
114,3849,842,2023-05-19 00:00:00,1166.63,Delivered
115,3769,844,2024-01-30 00:00:00,305.64,Delivered
116,2257,872,2024-02-15 00:00:00,335.38,Delivered
117,2647,884,2022-10-03 00:00:00,875.88,Shipped
118,3190,887,2022-06-28 00:00:00,341.06,Delivered
119,108,893,2023-04-24 00:00:00,749.75,Cancelled
120,1851,900,2023-07-26 00:00:00,94.37,Delivered
121,2810,901,2023-05-16 00:00:00,132.23,Delivered
122,224,915,2023-10-22 00:00:00,174.95,Delivered
123,4508,919,2023-04-20 00:00:00,134.94,Delivered
124,1169,921,2023-12-17 00:00:00,322.75,Delivered
125,1869,950,2024-02-24 00:00:00,464.73,Delivered
126,144,953,2024-01-13 00:00:00,602.72,Cancelled
127,985,964,2022-12-20 00:00:00,642.32,Delivered
128,4032,985,2024-01-22 00:00:00,153.43,Shipped
129,4467,1000,2024-02-03 00:00:00,1188.87,Delivered
130,4094,1008,2023-10-09 00:00:00,283.46,Processing
131,756,1010,2024-02-27 00:00:00,86.17,Shipped
132,4969,1014,2023-10-18 00:00:00,1067.81,Delivered
133,4690,1018,2023-12-24 00:00:00,438.34,Delivered
134,2991,1024,2022-07-10 00:00:00,317.64,Delivered
135,1261,1053,2024-01-23 00:00:00,939.93,Delivered
136,245,1058,2023-12-17 00:00:00,174.96,Delivered
137,1376,1061,2023-02-07 00:00:00,63.55,Shipped
138,4290,1063,2023-07-17 00:00:00,452.45,Cancelled
139,714,1094,2023-09-21 00:00:00,243.28,Cancelled
140,1000,1096,2024-02-22 00:00:00,2836.61,Delivered
141,4213,1099,2023-12-31 00:00:00,1224.34,Delivered
142,1373,1105,2023-01-23 00:00:00,187.4,Delivered
143,2600,1109,2024-02-23 00:00:00,89.67,Delivered
144,3488,1119,2023-11-23 00:00:00,408.53,Delivered
145,4093,1123,2024-02-26 00:00:00,156.17,Delivered
146,4222,1126,2024-02-29 00:00:00,89.01,Delivered
147,714,1137,2024-02-29 00:00:00,1178.71,Delivered
148,838,1144,2023-07-14 00:00:00,142.57,Delivered
149,2980,1155,2023-12-10 00:00:00,686.09,Delivered
150,4678,1164,2024-01-24 00:00:00,1397.19,Delivered
151,4078,1167,2023-01-09 00:00:00,378.14,Cancelled
152,365,1172,2022-11-16 00:00:00,1950.47,Delivered
153,2475,1178,2023-04-23 00:00:00,392.45,Cancelled
154,4095,1189,2022-11-28 00:00:00,603.05,Delivered
155,2257,1213,2024-02-11 00:00:00,1335.1,Delivered
156,2515,1215,2023-01-15 00:00:00,683.6,Delivered
157,4840,1222,2023-04-07 00:00:00,247.06,Delivered
158,2339,1226,2023-04-18 00:00:00,189.01,Delivered
159,139,1227,2024-01-16 00:00:00,1123.59,Delivered
160,4006,1239,2023-01-27 00:00:00,918.47,Shipped
161,250,1242,2022-09-13 00:00:00,3005.8,Delivered
162,3348,1244,2023-12-27 00:00:00,13.72,Delivered
163,2894,1257,2024-02-02 00:00:00,1226.89,Delivered
164,955,1262,2023-10-26 00:00:00,86.56,Delivered
165,816,1275,2023-04-15 00:00:00,318.57,Delivered
166,403,1276,2024-02-15 00:00:00,138.97,Delivered
167,4223,1279,2023-07-26 00:00:00,933.24,Delivered
168,4471,1287,2022-05-28 00:00:00,460.58,Delivered
169,4790,1289,2023-07-27 00:00:00,119.57,Delivered
170,579,1293,2023-12-06 00:00:00,213.06,Delivered
171,3213,1306,2023-10-14 00:00:00,1292.26,Delivered
172,4480,1317,2023-01-09 00:00:00,1178.71,Delivered
173,1127,1327,2023-12-29 00:00:00,494.97,Delivered
174,3481,1329,2023-06-19 00:00:00,475.2,Delivered
175,2037,1336,2022-07-16 00:00:00,40.81,Shipped
176,24,1347,2024-02-24 00:00:00,147.89,Delivered
177,907,1358,2023-04-16 00:00:00,340.86,Delivered
178,3914,1360,2023-05-06 00:00:00,216.87,Delivered
179,3314,1381,2023-12-03 00:00:00,1133.15,Delivered
180,440,1385,2023-10-22 00:00:00,995.38,Delivered
181,3486,1386,2022-12-16 00:00:00,344.33,Delivered
182,3181,1394,2023-10-27 00:00:00,143.49,Delivered
183,1417,1398,2024-02-07 00:00:00,486.51,Cancelled
184,2833,1405,2024-01-28 00:00:00,137.46,Delivered
185,1383,1407,2023-03-21 00:00:00,148.77,Delivered
186,1194,1414,2024-02-05 00:00:00,260.47,Delivered
187,1263,1416,2024-02-26 00:00:00,271.73,Delivered
188,2626,1440,2023-04-27 00:00:00,11.1,Delivered
189,1738,1457,2023-08-04 00:00:00,490.49,Delivered
190,3165,1463,2022-07-05 00:00:00,228.69,Delivered
191,1999,1467,2023-10-28 00:00:00,853.62,Delivered
192,1495,1474,2023-06-01 00:00:00,117.22,Delivered
193,4602,1485,2023-09-18 00:00:00,137.77,Delivered
194,3320,1488,2023-11-27 00:00:00,317.95,Delivered
195,2937,1498,2023-11-28 00:00:00,261.75,Delivered
196,3681,1512,2023-02-28 00:00:00,230.29,Delivered
197,1081,1514,2023-06-22 00:00:00,388.65,Delivered
198,2406,1515,2024-02-23 00:00:00,1763.91,Shipped
199,3851,1523,2023-01-16 00:00:00,269.18,Delivered
200,2294,1525,2023-10-24 00:00:00,811.69,Delivered
201,9,1532,2023-03-08 00:00:00,193.47,Delivered
202,895,1533,2023-12-27 00:00:00,137.77,Delivered
203,722,1546,2023-11-16 00:00:00,83.19,Delivered
204,2441,1560,2023-06-25 00:00:00,193.74,Delivered
205,2711,1561,2023-08-20 00:00:00,223.04,Delivered
206,3640,1562,2024-01-02 00:00:00,156.79,Delivered
207,683,1570,2023-07-20 00:00:00,517.38,Delivered
208,6,1577,2023-06-22 00:00:00,651.56,Delivered
209,87,1580,2023-03-27 00:00:00,138.71,Delivered
210,2329,1595,2022-05-02 00:00:00,2486.3,Delivered
211,1317,1611,2023-09-18 00:00:00,854.34,Cancelled
212,1531,1616,2024-02-14 00:00:00,319.11,Shipped
213,2307,1625,2024-02-17 00:00:00,1581.9,Delivered
214,939,1636,2024-02-03 00:00:00,286.98,Delivered
215,4297,1641,2022-06-13 00:00:00,218.52,Shipped
216,4822,1646,2024-02-17 00:00:00,2794.38,Delivered
217,4947,1650,2023-04-21 00:00:00,1119.72,Delivered
218,2284,1660,2024-02-12 00:00:00,21.28,Delivered
219,386,1671,2023-03-30 00:00:00,313.58,Delivered
220,4769,1680,2024-02-17 00:00:00,879.87,Shipped
221,4762,1692,2024-02-26 00:00:00,174.96,Delivered
222,2087,1693,2023-10-12 00:00:00,381.67,Delivered
223,3535,1694,2024-02-02 00:00:00,478.19,Delivered
224,4954,1695,2023-12-14 00:00:00,498.35,Delivered
225,1061,1698,2024-02-14 00:00:00,247.44,Delivered
226,472,1711,2023-12-25 00:00:00,408.53,Delivered
227,4334,1715,2024-01-17 00:00:00,123.35,Delivered
228,2198,1720,2024-02-05 00:00:00,768.59,Delivered
229,65,1727,2023-08-12 00:00:00,262.6,Delivered
230,2170,1736,2023-11-14 00:00:00,183.18,Delivered
231,3280,1753,2023-10-21 00:00:00,54.01,Delivered
232,3011,1758,2023-01-16 00:00:00,1180.21,Delivered
233,2834,1767,2023-07-20 00:00:00,345.81,Processing
234,1638,1782,2023-10-13 00:00:00,257.71,Delivered
235,3192,1799,2023-07-30 00:00:00,293.8,Delivered
236,2962,1811,2023-11-24 00:00:00,589.52,Delivered
237,4666,1815,2022-10-02 00:00:00,2228.5,Delivered
238,2779,1830,2024-02-12 00:00:00,1041.54,Delivered
239,4684,1833,2024-02-27 00:00:00,420.86,Delivered
240,730,1846,2023-12-20 00:00:00,2026.11,Cancelled
241,1691,1858,2023-12-09 00:00:00,572.24,Delivered
242,598,1865,2023-01-18 00:00:00,340.11,Delivered
243,2118,1868,2023-12-30 00:00:00,387.59,Delivered
244,4861,1872,2023-01-18 00:00:00,1093.64,Cancelled
245,1791,1874,2023-12-21 00:00:00,65.8,Delivered
246,4280,1875,2023-10-01 00:00:00,188.55,Delivered
247,3922,1878,2023-09-26 00:00:00,45.23,Delivered
248,3382,1880,2023-12-01 00:00:00,399.12,Delivered
249,3249,1895,2023-02-11 00:00:00,38.35,Delivered
250,3331,1901,2023-08-24 00:00:00,267.6,Delivered
251,3004,1912,2023-05-07 00:00:00,3219.91,Delivered
252,4581,1913,2023-11-09 00:00:00,340.98,Delivered
253,1256,1916,2023-11-30 00:00:00,209.36,Shipped
254,135,1932,2023-12-11 00:00:00,174.96,Delivered
255,3389,1935,2023-12-12 00:00:00,137.77,Delivered
256,3391,1938,2023-03-12 00:00:00,139.34,Delivered
257,410,1940,2023-10-08 00:00:00,636.28,Delivered
258,13,1965,2023-04-10 00:00:00,189.01,Delivered
259,1911,1977,2023-02-26 00:00:00,239.01,Shipped
260,1311,1979,2024-01-24 00:00:00,1362.12,Delivered
261,686,1996,2022-11-30 00:00:00,119.57,Delivered
262,1417,1997,2023-05-27 00:00:00,401.4,Delivered
263,2534,2003,2023-03-03 00:00:00,277.73,Shipped
264,8,2004,2022-05-12 00:00:00,166.2,Delivered
265,4267,2007,2023-01-13 00:00:00,26.07,Delivered
266,616,2013,2023-10-20 00:00:00,1739.49,Delivered
267,924,2016,2023-07-08 00:00:00,1005.52,Delivered
268,3658,2019,2022-12-16 00:00:00,113.0,Delivered
269,4502,2023,2023-06-10 00:00:00,1528.19,Delivered
270,16,2031,2023-03-27 00:00:00,170.25,Shipped
271,2000,2036,2023-07-27 00:00:00,1334.0,Delivered
272,4443,2040,2023-10-03 00:00:00,737.2,Delivered
273,891,2042,2022-10-11 00:00:00,114.88,Delivered
274,4988,2044,2023-09-06 00:00:00,1241.87,Delivered
275,3778,2046,2024-02-03 00:00:00,1396.89,Shipped
276,3357,2053,2024-01-08 00:00:00,869.29,Cancelled
277,4678,2072,2024-01-31 00:00:00,557.74,Delivered
278,2929,2099,2023-06-13 00:00:00,445.72,Delivered
279,4118,2103,2023-05-28 00:00:00,721.6,Delivered
280,1007,2107,2023-01-27 00:00:00,26.07,Delivered
281,1033,2113,2023-07-22 00:00:00,93.7,Delivered
282,1899,2123,2023-12-02 00:00:00,245.87,Delivered
283,3672,2141,2023-12-08 00:00:00,446.27,Delivered
284,4941,2147,2024-02-04 00:00:00,262.6,Delivered
285,4001,2148,2024-02-06 00:00:00,271.62,Shipped
286,4194,2161,2023-08-29 00:00:00,157.09,Delivered
287,4800,2171,2024-03-01 00:00:00,335.52,Delivered
288,3194,2178,2023-09-27 00:00:00,422.52,Delivered
289,4597,2181,2023-02-06 00:00:00,1859.28,Delivered
290,2152,2190,2023-10-20 00:00:00,654.02,Delivered
291,2179,2191,2022-12-11 00:00:00,442.81,Processing
292,1310,2192,2024-02-27 00:00:00,2485.88,Cancelled
293,3559,2195,2024-02-17 00:00:00,445.82,Delivered
294,4693,2199,2023-09-12 00:00:00,290.18,Delivered
295,4350,2218,2024-01-05 00:00:00,380.32,Cancelled
296,2739,2225,2023-03-04 00:00:00,1375.41,Delivered
297,349,2229,2024-01-31 00:00:00,56.36,Delivered
298,1611,2254,2022-10-29 00:00:00,2187.28,Delivered
299,4529,2255,2023-10-28 00:00:00,264.28,Delivered
300,4839,2258,2024-03-01 00:00:00,21.28,Delivered
301,1906,2263,2024-01-10 00:00:00,2135.61,Cancelled
302,2200,2270,2024-01-14 00:00:00,677.97,Delivered
303,2096,2279,2023-09-14 00:00:00,1130.06,Delivered
304,2446,2281,2023-10-16 00:00:00,667.35,Delivered
305,1763,2286,2023-01-25 00:00:00,1833.07,Delivered
306,4475,2287,2023-09-16 00:00:00,503.3,Delivered
307,1392,2288,2022-11-18 00:00:00,186.47,Cancelled
308,1168,2302,2023-04-01 00:00:00,559.29,Delivered
309,2080,2303,2023-06-07 00:00:00,646.01,Delivered
310,1477,2314,2024-01-11 00:00:00,92.1,Delivered
311,4938,2318,2024-01-18 00:00:00,239.06,Delivered
312,2121,2330,2023-03-10 00:00:00,174.96,Delivered
313,267,2332,2023-07-02 00:00:00,471.38,Delivered
314,358,2334,2022-04-01 00:00:00,1344.36,Delivered
315,1048,2336,2022-11-05 00:00:00,475.85,Delivered
316,367,2356,2023-12-11 00:00:00,33.85,Cancelled
317,2114,2359,2023-10-21 00:00:00,408.9,Delivered
318,2041,2362,2023-06-18 00:00:00,563.15,Delivered
319,1550,2368,2023-10-11 00:00:00,317.85,Delivered
320,440,2374,2023-11-13 00:00:00,69.74,Shipped
321,2188,2375,2024-02-20 00:00:00,367.66,Delivered
322,751,2377,2024-01-08 00:00:00,2725.62,Delivered
323,569,2388,2023-09-23 00:00:00,1947.17,Delivered
324,3566,2399,2023-02-08 00:00:00,178.06,Delivered
325,2728,2404,2023-07-02 00:00:00,102.66,Delivered
326,3621,2415,2023-07-17 00:00:00,156.79,Delivered
327,892,2419,2024-02-12 00:00:00,100.0,Delivered
328,1029,2421,2023-03-23 00:00:00,395.55,Delivered
329,1717,2422,2023-09-07 00:00:00,464.73,Delivered
330,4119,2434,2023-01-19 00:00:00,145.35,Delivered
331,4398,2436,2023-01-27 00:00:00,1261.07,Delivered
332,150,2437,2024-01-17 00:00:00,1353.44,Delivered
333,2286,2440,2022-06-23 00:00:00,1397.17,Delivered
334,2262,2449,2023-02-15 00:00:00,266.71,Processing
335,867,2465,2023-06-16 00:00:00,161.04,Delivered
336,2988,2484,2023-07-04 00:00:00,38.36,Delivered
337,2008,2498,2023-01-19 00:00:00,108.5,Delivered
338,1274,2502,2023-10-25 00:00:00,551.93,Delivered
339,911,2506,2022-10-24 00:00:00,82.38,Delivered
340,2968,2510,2023-05-29 00:00:00,347.82,Delivered
341,501,2517,2024-01-27 00:00:00,199.81,Delivered
342,1870,2522,2024-01-28 00:00:00,710.13,Delivered
343,3232,2527,2024-01-28 00:00:00,269.02,Delivered
344,2054,2530,2023-05-12 00:00:00,193.1,Delivered
345,3091,2531,2023-07-16 00:00:00,149.46,Delivered
346,2575,2546,2023-12-28 00:00:00,951.13,Delivered
347,2128,2552,2022-08-27 00:00:00,543.36,Delivered
348,3048,2561,2023-02-17 00:00:00,46.67,Delivered
349,266,2563,2023-08-23 00:00:00,1541.05,Delivered
350,1514,2575,2024-01-02 00:00:00,420.32,Shipped
351,3176,2586,2023-04-27 00:00:00,708.54,Shipped
352,1028,2588,2023-12-11 00:00:00,26.07,Delivered
353,1362,2590,2024-02-25 00:00:00,145.35,Delivered
354,930,2606,2024-02-22 00:00:00,65.8,Delivered
355,2198,2623,2024-01-05 00:00:00,85.46,Delivered
356,3879,2629,2023-06-25 00:00:00,2311.31,Delivered
357,1298,2634,2024-02-16 00:00:00,172.46,Delivered
358,2719,2637,2023-09-01 00:00:00,243.28,Delivered
359,3132,2650,2024-03-01 00:00:00,382.11,Delivered
360,1394,2651,2023-09-13 00:00:00,289.05,Delivered
361,1106,2659,2023-10-31 00:00:00,114.88,Delivered
362,4789,2661,2024-01-20 00:00:00,432.48,Delivered
363,743,2670,2024-02-15 00:00:00,276.27,Delivered
364,2013,2671,2023-09-19 00:00:00,231.86,Delivered
365,1645,2682,2023-12-29 00:00:00,54.01,Delivered
366,1314,2683,2023-10-31 00:00:00,130.51,Delivered
367,909,2688,2024-02-23 00:00:00,1136.09,Delivered
368,1202,2694,2024-02-07 00:00:00,3257.47,Delivered
369,1795,2712,2023-08-01 00:00:00,543.57,Delivered
370,2301,2718,2023-09-06 00:00:00,164.97,Delivered
371,3745,2730,2022-08-11 00:00:00,117.22,Delivered
372,675,2731,2023-11-30 00:00:00,40.81,Delivered
373,4605,2741,2023-04-24 00:00:00,1574.74,Shipped
374,986,2748,2023-11-17 00:00:00,593.74,Cancelled
375,2580,2759,2023-06-01 00:00:00,690.87,Delivered
376,3628,2764,2023-09-08 00:00:00,330.59,Delivered
377,1531,2765,2023-10-06 00:00:00,115.93,Delivered
378,4603,2771,2023-12-31 00:00:00,887.91,Delivered
379,741,2773,2024-01-19 00:00:00,625.23,Delivered
380,4975,2785,2024-02-08 00:00:00,1311.58,Delivered
381,425,2794,2023-05-23 00:00:00,475.26,Delivered
382,4908,2798,2023-05-10 00:00:00,199.51,Delivered
383,4204,2800,2023-09-04 00:00:00,309.4,Delivered
384,3826,2808,2024-01-31 00:00:00,580.44,Delivered
385,3153,2811,2023-10-05 00:00:00,199.51,Delivered
386,2419,2820,2023-07-14 00:00:00,267.46,Cancelled
387,3064,2821,2024-02-24 00:00:00,92.1,Delivered
388,3678,2826,2023-04-04 00:00:00,264.22,Delivered
389,3278,2832,2024-02-12 00:00:00,144.16,Delivered
390,4645,2840,2024-02-29 00:00:00,54.83,Delivered
391,1056,2844,2024-01-08 00:00:00,136.37,Cancelled
392,2061,2855,2023-03-13 00:00:00,625.98,Delivered
393,3821,2860,2023-09-22 00:00:00,333.22,Delivered
394,137,2864,2023-11-18 00:00:00,1537.42,Delivered
395,4453,2866,2024-01-31 00:00:00,69.74,Delivered
396,1240,2870,2024-01-14 00:00:00,247.06,Delivered
397,36,2877,2022-08-05 00:00:00,388.93,Delivered
398,1339,2883,2023-12-13 00:00:00,2220.1,Delivered
399,3316,2885,2022-09-13 00:00:00,135.69,Delivered
400,1470,2889,2023-09-20 00:00:00,153.43,Delivered
401,2633,2899,2022-11-26 00:00:00,87.35,Shipped
402,602,2905,2023-10-31 00:00:00,229.0,Delivered
403,3702,2908,2024-01-20 00:00:00,626.86,Delivered
404,959,2910,2023-10-13 00:00:00,561.61,Delivered
405,3644,2921,2022-10-18 00:00:00,36.61,Delivered
406,1290,2922,2023-07-29 00:00:00,427.23,Delivered
407,4958,2930,2023-12-30 00:00:00,618.32,Delivered
408,913,2939,2024-02-07 00:00:00,902.13,Delivered
409,4689,2948,2023-06-08 00:00:00,178.06,Cancelled
410,4380,2954,2023-04-29 00:00:00,145.64,Delivered
411,3039,2959,2023-07-25 00:00:00,388.11,Delivered
412,90,2962,2024-01-05 00:00:00,514.68,Delivered
413,4370,2970,2023-08-22 00:00:00,1170.17,Delivered
414,4562,2974,2024-01-13 00:00:00,2340.93,Delivered
415,3346,2984,2023-12-01 00:00:00,179.34,Delivered
416,2621,2999,2024-02-08 00:00:00,475.46,Delivered
417,4842,3028,2024-03-01 00:00:00,172.46,Delivered
418,2803,3031,2023-09-11 00:00:00,127.63,Cancelled
419,284,3043,2023-04-05 00:00:00,264.28,Delivered
420,4125,3044,2023-12-09 00:00:00,193.1,Delivered
421,695,3045,2022-04-06 00:00:00,543.68,Shipped
422,2214,3047,2022-03-04 00:00:00,352.55,Delivered
423,3559,3048,2024-02-13 00:00:00,2005.8,Delivered
424,4148,3049,2023-09-01 00:00:00,395.55,Delivered
425,2276,3059,2023-12-30 00:00:00,111.01,Processing
426,4893,3062,2023-11-14 00:00:00,798.14,Delivered
427,3576,3063,2023-02-16 00:00:00,1353.44,Delivered
428,855,3068,2024-01-05 00:00:00,1229.47,Delivered
429,1638,3080,2024-01-02 00:00:00,132.69,Delivered
430,3430,3091,2024-01-13 00:00:00,478.23,Cancelled
431,3657,3098,2023-07-16 00:00:00,1093.64,Cancelled
432,3400,3099,2023-11-25 00:00:00,449.26,Delivered
433,344,3108,2022-08-19 00:00:00,1276.42,Delivered
434,2444,3110,2024-02-22 00:00:00,413.84,Delivered
435,543,3116,2023-09-19 00:00:00,298.91,Delivered
436,4494,3126,2022-05-21 00:00:00,64.29,Delivered
437,4265,3131,2023-03-12 00:00:00,13.72,Delivered
438,2993,3136,2022-05-27 00:00:00,211.26,Delivered
439,2265,3141,2023-08-06 00:00:00,82.38,Delivered
440,2005,3142,2023-08-15 00:00:00,1968.62,Processing
441,2294,3145,2023-12-04 00:00:00,794.25,Cancelled
442,4496,3154,2023-07-01 00:00:00,174.96,Delivered
443,1930,3155,2023-11-10 00:00:00,1455.04,Delivered
444,4442,3161,2024-03-01 00:00:00,271.62,Delivered
445,3659,3163,2023-09-20 00:00:00,340.52,Delivered
446,4300,3166,2023-11-30 00:00:00,45.77,Shipped
447,3292,3184,2023-08-12 00:00:00,83.04,Delivered
448,4190,3189,2023-11-11 00:00:00,299.33,Delivered
449,1846,3193,2022-12-23 00:00:00,100.0,Delivered
450,3080,3226,2023-03-16 00:00:00,178.06,Delivered
451,243,3247,2024-02-29 00:00:00,595.06,Delivered
452,769,3260,2024-01-19 00:00:00,584.71,Delivered
453,221,3263,2024-01-10 00:00:00,1836.94,Delivered
454,761,3285,2022-07-12 00:00:00,194.07,Delivered
455,67,3288,2023-07-29 00:00:00,239.47,Delivered
456,3321,3299,2023-10-31 00:00:00,562.33,Delivered
457,591,3304,2023-10-17 00:00:00,310.12,Delivered
458,4115,3307,2023-04-24 00:00:00,92.1,Delivered
459,1132,3309,2023-08-28 00:00:00,352.01,Delivered
460,786,3310,2024-01-08 00:00:00,132.87,Delivered
461,4897,3326,2023-10-19 00:00:00,276.76,Delivered
462,3750,3352,2024-02-27 00:00:00,1562.0,Delivered
463,2149,3379,2023-10-20 00:00:00,646.16,Delivered
464,3140,3381,2023-12-03 00:00:00,117.22,Delivered
465,2228,3391,2023-01-04 00:00:00,714.37,Delivered
466,4460,3397,2022-10-02 00:00:00,54.83,Delivered
467,681,3399,2022-02-12 00:00:00,925.67,Processing
468,4459,3402,2024-01-03 00:00:00,886.59,Delivered
469,4934,3403,2023-09-27 00:00:00,1399.48,Delivered
