session_id,user_id,session_start,duration_seconds,is_bounce,device
98,128,2022-10-06,1572,0,Mobile
99,953,2023-03-28,29,1,Desktop
100,2710,2023-11-22,1607,0,Desktop
101,3046,2024-02-22,193,0,Mobile
102,4905,2023-02-22,2556,0,Desktop
103,3464,2024-02-05,849,0,Desktop
104,2234,2023-07-13,2837,0,Mobile
105,3389,2024-01-11,1149,0,Desktop
106,1553,2024-02-24,2009,0,Mobile
107,86,2024-01-14,2846,0,Mobile
108,3680,2022-06-21,2725,0,Desktop
109,578,2024-02-25,478,0,Mobile
110,4003,2023-03-31,761,0,Mobile
111,1372,2023-01-15,2798,0,Desktop
112,3263,2023-06-07,2206,0,Mobile
113,4671,2023-12-28,454,0,Desktop
114,3236,2023-12-18,837,0,Tablet
115,4545,2024-02-28,2049,0,Mobile
116,4246,2023-02-20,1930,0,Mobile
117,913,2023-01-29,165,0,Desktop
118,1512,2023-11-09,3133,0,Desktop
119,553,2023-02-24,1795,0,Desktop
120,3589,2024-02-11,594,0,Mobile
121,337,2023-12-14,2072,0,Desktop
122,1549,2023-09-18,2979,0,Mobile
123,4660,2022-06-29,635,0,Mobile
124,2055,2022-11-04,1444,0,Mobile
125,463,2024-01-26,1566,0,Mobile
126,2391,2023-09-07,270,0,Mobile
127,1593,2023-08-01,2705,0,Desktop
128,208,2024-01-21,294,0,Desktop
129,4929,2023-10-04,1188,0,Mobile
130,1175,2024-01-16,1310,0,Mobile
131,534,2023-12-25,2131,0,Mobile
132,1392,2023-08-17,1527,0,Mobile
133,851,2024-02-28,967,0,Mobile
134,29,2022-10-08,3342,0,Mobile
135,4645,2024-02-17,3520,0,Mobile
136,289,2023-10-17,2244,0,Mobile
137,3903,2023-12-15,1166,0,Desktop
138,3169,2024-02-24,3074,0,Mobile
139,4019,2023-04-11,1423,0,Tablet
140,3728,2023-10-21,637,0,Mobile
141,2951,2022-10-23,601,0,Mobile
142,1429,2024-02-21,1063,0,Desktop
143,3016,2022-08-24,1778,0,Desktop
144,1180,2024-02-03,1893,0,Mobile
145,4436,2023-03-28,1657,0,Mobile
146,2892,2023-03-08,1672,0,Mobile
147,3423,2023-07-18,3014,0,Mobile
148,3183,2023-11-12,1499,0,Mobile
149,3268,2024-02-01,2972,0,Mobile
150,2016,2022-12-19,2928,0,Mobile
151,1595,2024-02-19,3221,0,Desktop
152,3796,2024-02-26,3542,0,Desktop
153,3345,2023-12-17,2647,0,Mobile
154,3219,2022-10-22,1936,0,Mobile
155,3706,2023-12-25,3421,0,Tablet
156,3377,2023-09-26,826,0,Mobile
157,4520,2023-05-06,2711,0,Mobile
158,4240,2023-09-19,748,0,Desktop
159,196,2022-12-06,1590,0,Mobile
160,1412,2023-05-11,3065,0,Desktop
161,1277,2023-10-29,1656,0,Mobile
162,1621,2023-04-27,1694,0,Mobile
163,2013,2023-07-07,3133,0,Desktop
164,2591,2024-02-09,3136,0,Desktop
165,290,2023-07-09,3233,0,Mobile
166,176,2023-10-28,3541,0,Desktop
167,2716,2022-11-26,1293,0,Desktop
168,2923,2023-10-01,3055,0,Mobile
169,1745,2023-07-23,3453,0,Mobile
170,2585,2023-10-10,3402,0,Mobile
171,2774,2024-02-06,727,0,Mobile
172,832,2024-01-07,664,0,Desktop
173,1246,2024-02-18,1710,0,Mobile
174,3357,2024-01-11,2310,0,Mobile
175,3847,2023-02-17,2836,0,Desktop
176,2044,2023-08-04,2729,0,Desktop
177,3645,2023-03-12,3105,0,Mobile
178,3121,2024-01-13,1563,0,Mobile
179,164,2023-08-26,2828,0,Tablet
180,2969,2023-05-28,2405,0,Mobile
181,3665,2024-01-15,2024,0,Desktop
182,4644,2023-08-06,1401,0,Tablet
183,3031,2023-07-21,735,0,Mobile
184,2459,2024-01-03,1622,0,Desktop
185,910,2023-12-07,2607,0,Mobile
186,681,2023-01-16,2479,0,Tablet
187,4053,2022-07-14,2557,0,Desktop
188,3423,2022-09-23,1505,0,Desktop
189,1574,2024-01-26,1157,0,Tablet
190,193,2023-08-18,1314,0,Desktop
191,427,2024-01-01,988,0,Desktop
192,2156,2023-07-25,1783,0,Mobile
193,2236,2023-11-26,2710,0,Mobile
194,4517,2023-04-07,545,0,Desktop
195,88,2024-02-26,88,0,Mobile
196,1636,2023-05-26,1566,0,Mobile
197,2215,2023-10-10,1546,0,Mobile
198,4200,2024-01-07,1677,0,Desktop
199,1085,2023-07-10,2955,0,Mobile
200,1581,2023-11-10,1163,0,Mobile
201,3686,2024-02-16,357,0,Desktop
202,2611,2024-01-23,474,0,Mobile
203,1053,2024-01-26,3131,0,Mobile
204,610,2023-08-26,1539,0,Mobile
205,4686,2024-01-18,980,0,Desktop
206,618,2022-09-17,2971,0,Mobile
207,2795,2024-01-29,298,0,Mobile
208,3775,2024-02-09,3587,0,Mobile
209,867,2023-12-24,509,0,Mobile
210,1137,2023-08-01,3065,0,Desktop
211,1521,2022-08-03,2951,0,Tablet
212,32,2023-10-04,3252,0,Desktop
213,1723,2022-06-10,2946,0,Mobile
214,2625,2023-11-26,2178,0,Mobile
215,1617,2024-02-06,2038,0,Desktop
216,1525,2024-02-23,1189,0,Desktop
217,4849,2023-09-27,1822,0,Mobile
218,52,2023-10-23,730,0,Tablet
219,2157,2022-07-23,2230,0,Mobile
220,1552,2024-02-07,517,0,Desktop
221,621,2022-12-02,776,0,Desktop
222,1866,2024-02-20,1626,0,Desktop
223,4853,2022-11-16,2473,0,Mobile
224,2339,2023-07-22,1757,0,Mobile
225,2825,2024-01-27,996,0,Mobile
226,2062,2023-09-30,3099,0,Mobile
227,505,2023-12-14,2033,0,Mobile
228,495,2024-02-14,3105,0,Desktop
229,655,2024-01-24,59,0,Tablet
230,723,2023-04-29,2419,0,Desktop
231,2962,2023-07-17,2341,0,Mobile
232,2614,2023-12-11,1476,0,Desktop
233,3936,2023-05-17,2056,0,Mobile
234,4007,2023-11-16,2246,0,Tablet
235,1559,2023-06-23,2415,0,Mobile
236,2891,2023-10-14,1914,0,Desktop
237,2658,2023-10-11,1909,0,Desktop
238,3805,2023-08-12,635,0,Mobile
239,3159,2023-11-05,110,0,Desktop
240,2595,2024-02-08,3574,0,Desktop
241,3273,2024-02-14,67,0,Mobile
242,1416,2023-09-11,2438,0,Desktop
243,1778,2023-11-03,77,0,Mobile
244,1228,2023-07-21,1391,0,Mobile
245,4075,2023-08-03,658,0,Mobile
246,4501,2023-03-14,942,0,Mobile
247,4972,2024-02-22,1782,0,Mobile
248,1310,2024-02-09,2737,0,Mobile
249,869,2022-08-26,1334,0,Desktop
250,4980,2023-06-24,589,0,Mobile
251,4049,2023-08-03,1715,0,Mobile
252,2524,2024-02-09,659,0,Mobile
253,2545,2023-11-06,2543,0,Mobile
254,999,2024-02-05,540,0,Mobile
255,2795,2023-05-24,3315,0,Desktop
256,1050,2023-06-29,2325,0,Tablet
257,518,2023-11-12,1841,0,Mobile
258,2017,2024-01-15,1346,0,Desktop
259,2561,2024-01-02,1960,0,Desktop
260,4547,2023-06-15,2374,0,Desktop
261,1593,2022-12-31,1328,0,Desktop
262,4689,2023-04-13,2910,0,Mobile
263,1942,2023-07-05,2011,0,Mobile
264,159,2023-03-31,2102,0,Desktop
265,3147,2024-02-09,617,0,Desktop
266,667,2024-02-13,2020,0,Mobile
267,2180,2022-04-30,1851,0,Mobile
268,1583,2024-01-11,2925,0,Mobile
269,484,2024-02-14,1020,0,Mobile
270,26,2023-07-26,1468,0,Desktop
271,3954,2023-08-19,608,0,Desktop
272,2622,2023-07-26,1296,0,Desktop
273,4394,2023-06-15,3385,0,Desktop
274,1542,2022-11-25,1220,0,Desktop
275,1597,2023-11-21,3282,0,Mobile
276,2034,2023-03-24,1742,0,Desktop
277,90,2023-03-23,1079,0,Mobile
278,2426,2023-12-26,128,0,Desktop
279,3453,2022-09-28,1519,0,Mobile
280,1210,2023-10-13,2573,0,Mobile
281,1286,2024-02-10,1829,0,Desktop
282,883,2023-11-26,1877,0,Mobile
283,4969,2023-10-26,1176,0,Mobile
284,1053,2023-05-24,79,0,Mobile
285,2675,2023-09-06,1964,0,Mobile
286,2583,2023-09-11,2263,0,Mobile
287,3558,2023-05-06,1630,0,Mobile
288,283,2023-04-07,1337,0,Mobile
289,4658,2022-03-05,2105,0,Mobile
290,1081,2024-01-09,271,0,Desktop
291,1147,2023-01-02,428,0,Mobile
292,1926,2022-08-07,3101,0,Mobile
293,2926,2023-08-28,342,0,Mobile
294,570,2023-05-31,1650,0,Mobile
295,4299,2023-08-22,2638,0,Desktop
296,1270,2024-01-18,3380,0,Mobile
297,1698,2023-09-09,661,0,Mobile
298,2137,2022-10-23,990,0,Mobile
299,4569,2023-01-21,224,0,Desktop
300,1848,2023-11-10,183,0,Mobile
301,1906,2023-08-19,3575,0,Mobile
302,2618,2024-02-15,1597,0,Desktop
303,3243,2023-04-06,2099,0,Desktop
304,4033,2023-04-07,2752,0,Desktop
305,3400,2023-07-16,288,0,Mobile
306,4831,2023-08-23,865,0,Mobile
307,4027,2022-04-17,1441,0,Desktop
308,4765,2024-02-21,1517,0,Mobile
309,1345,2023-06-08,881,0,Mobile
310,61,2024-01-27,3058,0,Desktop
311,2177,2023-08-12,1543,0,Mobile
312,1310,2023-09-16,3099,0,Desktop
313,2741,2022-11-20,1349,0,Desktop
314,3217,2023-12-31,2674,0,Mobile
315,237,2023-07-02,2481,0,Tablet
316,4193,2024-01-22,848,0,Mobile
317,342,2023-10-12,3305,0,Mobile
318,1685,2022-09-05,3121,0,Mobile
319,2447,2023-09-25,2439,0,Desktop
320,2957,2023-12-14,232,0,Desktop
321,1883,2023-10-21,898,0,Mobile
322,2539,2023-02-10,896,0,Desktop
323,2736,2022-09-17,2056,0,Desktop
324,3184,2023-07-31,1885,0,Tablet
325,4931,2022-09-29,2023,0,Mobile
326,4889,2023-05-08,3266,0,Tablet
327,2036,2022-03-21,2534,0,Mobile
328,3,2023-12-29,2546,0,Mobile
329,92,2023-11-25,10,1,Mobile
330,3125,2024-01-10,2336,0,Tablet
331,797,2022-09-03,1517,0,Mobile
332,1563,2023-05-26,3048,0,Desktop
333,624,2023-12-25,1720,0,Desktop
334,2437,2023-02-26,501,0,Mobile
335,2153,2023-06-23,3289,0,Desktop
336,986,2024-02-15,3058,0,Tablet
337,249,2023-12-02,725,0,Mobile
338,706,2024-02-18,971,0,Mobile
339,4750,2023-11-16,1128,0,Mobile
340,4614,2023-07-11,269,0,Desktop
341,1256,2022-10-08,276,0,Mobile
342,3092,2023-09-19,162,0,Mobile
343,3816,2023-07-21,726,0,Tablet
344,4725,2022-08-21,2699,0,Mobile
345,2301,2023-02-28,2954,0,Mobile
346,2190,2022-12-22,2759,0,Mobile
347,1541,2023-12-17,2834,0,Mobile
348,16,2024-01-23,190,0,Desktop
349,3567,2024-01-22,3253,0,Mobile
350,388,2023-04-09,1501,0,Mobile
351,3009,2024-02-09,3371,0,Mobile
352,1343,2023-05-01,2707,0,Desktop
353,4514,2023-12-21,606,0,Mobile
354,2841,2023-10-20,722,0,Mobile
355,3049,2023-10-17,1433,0,Desktop
356,1210,2024-01-15,2765,0,Desktop
357,4052,2023-12-11,2231,0,Mobile
358,3537,2023-08-11,2476,0,Mobile
359,1128,2023-07-11,1479,0,Desktop
360,3693,2023-11-27,3539,0,Desktop
361,351,2023-09-15,2084,0,Desktop
362,1189,2024-01-24,1409,0,Mobile
363,1307,2023-12-26,581,0,Tablet
364,1687,2024-01-25,344,0,Desktop
365,917,2023-07-27,2238,0,Mobile
366,851,2024-02-25,26,1,Mobile
367,4510,2024-01-10,3039,0,Mobile
368,2744,2024-02-13,488,0,Mobile
369,3059,2023-12-13,1627,0,Mobile
370,3218,2023-05-07,2373,0,Mobile
371,3343,2022-08-18,934,0,Desktop
372,3717,2023-04-14,3427,0,Desktop
373,1543,2023-12-22,3260,0,Tablet
374,884,2023-09-05,601,0,Desktop
375,2512,2024-02-28,3105,0,Mobile
376,1715,2023-08-29,2624,0,Mobile
377,1565,2023-08-17,76,0,Mobile
378,992,2022-12-10,770,0,Desktop
379,585,2022-07-02,1048,0,Mobile
380,975,2023-07-10,1474,0,Desktop
381,87,2023-12-29,2457,0,Mobile
382,3177,2024-01-30,863,0,Mobile
383,4831,2023-12-14,2611,0,Desktop
384,344,2023-10-31,139,0,Mobile
385,2880,2023-07-30,1057,0,Desktop
386,3144,2023-12-18,2217,0,Desktop
387,3463,2024-02-27,2414,0,Desktop
388,2876,2024-01-27,2018,0,Tablet
389,3113,2023-01-06,2006,0,Desktop
390,712,2023-08-21,1042,0,Mobile
391,680,2023-08-30,2976,0,Desktop
392,771,2023-11-04,1565,0,Desktop
393,1978,2024-02-08,1932,0,Mobile
394,2538,2023-09-12,3193,0,Desktop
395,3697,2023-09-27,2523,0,Mobile
396,85,2024-01-31,535,0,Mobile
397,232,2023-11-30,1830,0,Mobile
398,1485,2024-01-04,1135,0,Desktop
399,3180,2023-09-12,2687,0,Desktop
400,2075,2023-11-10,491,0,Desktop
401,4024,2023-08-09,1860,0,Mobile
402,1334,2022-04-08,1199,0,Desktop
403,3496,2023-01-03,2823,0,Mobile
404,630,2022-09-09,1984,0,Mobile
405,47,2023-09-20,3187,0,Desktop
406,1447,2024-02-16,1553,0,Mobile
407,1497,2023-09-02,1402,0,Desktop
408,4781,2024-02-07,946,0,Desktop
409,952,2024-01-27,683,0,Mobile
410,4958,2024-01-04,106,0,Mobile
411,3004,2023-11-19,94,0,Desktop
412,3018,2023-07-29,1724,0,Mobile
413,2285,2023-10-01,2292,0,Desktop
414,549,2022-04-15,367,0,Mobile
415,2930,2023-06-08,1653,0,Mobile
416,1993,2022-08-01,505,0,Mobile
417,708,2023-11-22,775,0,Desktop
418,3655,2023-11-12,2246,0,Mobile
419,2155,2023-09-06,283,0,Tablet
420,1520,2023-12-07,1702,0,Mobile
421,326,2023-05-04,839,0,Mobile
422,1092,2024-02-20,1610,0,Mobile
423,492,2023-12-03,3238,0,Mobile
424,4298,2023-11-21,1099,0,Mobile
425,73,2023-08-09,3333,0,Mobile
426,1997,2023-08-03,3291,0,Mobile
427,3890,2023-12-15,1970,0,Mobile
428,1413,2023-12-24,2275,0,Desktop
429,4436,2022-10-19,608,0,Desktop
430,4177,2023-10-30,3537,0,Desktop
431,3914,2023-10-09,307,0,Mobile
432,2024,2024-01-11,3095,0,Mobile
433,2964,2024-03-01,933,0,Desktop
434,3330,2023-08-30,3091,0,Mobile
435,2626,2023-10-02,123,0,Mobile
436,3062,2023-07-18,1852,0,Desktop
437,1841,2022-09-22,1973,0,Desktop
438,4175,2023-11-03,2656,0,Desktop
439,1289,2023-04-18,2463,0,Mobile
440,4073,2022-05-31,1782,0,Mobile
441,3419,2023-05-28,2310,0,Mobile
442,1193,2024-01-06,2637,0,Mobile
443,2273,2023-06-28,1160,0,Mobile
444,2798,2023-07-06,3435,0,Mobile
445,2680,2024-02-29,3513,0,Desktop
446,4190,2024-01-02,1591,0,Desktop
447,4830,2023-12-20,2304,0,Desktop
448,4958,2024-02-10,2717,0,Desktop
449,1125,2023-11-25,1390,0,Mobile
450,4012,2023-10-09,2192,0,Mobile
451,516,2024-01-31,2586,0,Mobile
452,2223,2023-06-15,2444,0,Mobile
453,2565,2023-02-03,990,0,Mobile
454,2856,2023-05-20,795,0,Desktop
455,4241,2023-08-15,1150,0,Mobile
456,3473,2024-01-11,2709,0,Mobile
457,1141,2024-02-16,1218,0,Mobile
458,2962,2023-11-25,847,0,Desktop
459,4766,2024-02-16,720,0,Mobile
460,2388,2024-02-21,852,0,Mobile
461,2764,2023-06-17,2662,0,Desktop
462,3072,2023-09-04,1614,0,Mobile
463,2218,2024-02-28,2337,0,Mobile
464,2797,2024-02-03,1053,0,Desktop
465,2069,2022-08-31,1552,0,Desktop
466,3221,2022-01-16,282,0,Mobile
467,2088,2023-08-08,1872,0,Desktop
468,4511,2023-08-29,3373,0,Mobile
469,4649,2023-08-30,825,0,Mobile
470,3504,2024-01-28,2015,0,Mobile
471,3903,2024-01-10,1594,0,Mobile
472,1145,2022-12-18,513,0,Mobile
473,447,2022-09-30,3480,0,Mobile
474,881,2023-12-26,531,0,Desktop
475,3468,2023-12-09,173,0,Desktop
476,4642,2023-10-26,50,0,Mobile
477,2271,2023-04-16,1770,0,Mobile
478,1806,2023-10-10,2482,0,Mobile
479,2186,2024-02-04,1458,0,Desktop
480,1243,2022-07-21,2277,0,Mobile
481,1802,2023-02-19,3310,0,Tablet
482,3140,2023-03-15,2228,0,Desktop
483,1314,2023-07-17,2349,0,Desktop
484,2210,2024-02-18,2001,0,Mobile
485,2017,2024-02-25,1674,0,Mobile
486,3765,2024-01-22,688,0,Desktop
487,1806,2022-10-28,449,0,Mobile
488,2528,2023-05-04,2384,0,Desktop
489,3168,2024-02-10,884,0,Mobile
490,672,2023-03-29,2928,0,Mobile
491,1232,2023-10-25,3494,0,Desktop
492,3115,2022-05-21,2227,0,Desktop
493,1681,2023-12-24,1798,0,Desktop
494,4293,2024-01-18,1329,0,Mobile
495,4158,2023-08-31,3443,0,Mobile
496,1684,2023-06-05,601,0,Desktop
497,4924,2023-08-09,699,0,Desktop
498,1697,2022-10-12,1297,0,Mobile
499,2246,2022-09-17,2938,0,Mobile
500,1892,2024-02-14,2469,0,Desktop
501,199,2023-11-19,2317,0,Mobile
502,530,2024-01-20,2930,0,Desktop
503,3186,2024-02-14,1423,0,Mobile
504,168,2023-11-27,1797,0,Desktop
505,3475,2023-07-12,1801,0,Mobile
506,1873,2023-08-29,1511,0,Desktop
507,2129,2023-09-22,657,0,Mobile
508,4797,2024-02-28,2128,0,Mobile
509,1604,2023-05-21,1572,0,Mobile
510,1873,2023-07-15,2906,0,Desktop
511,757,2024-02-27,2858,0,Mobile
512,2052,2022-09-16,2161,0,Desktop
513,3712,2023-10-19,1210,0,Mobile
514,3571,2022-11-03,3577,0,Desktop
515,1877,2024-02-18,1286,0,Mobile
516,548,2023-04-20,3580,0,Mobile
517,428,2023-08-24,2691,0,Desktop
518,1442,2023-09-23,2254,0,Mobile
519,3468,2023-12-04,977,0,Mobile
520,1601,2022-12-01,285,0,Desktop
521,2205,2022-10-01,2197,0,Mobile
522,3790,2023-12-09,3126,0,Mobile
523,1466,2022-06-12,2195,0,Desktop
524,2013,2023-05-06,1343,0,Desktop
525,2231,2024-02-18,3341,0,Mobile
526,4133,2022-08-31,1623,0,Mobile
527,397,2023-11-06,648,0,Desktop
528,1982,2023-12-30,3427,0,Mobile
529,2288,2023-08-08,1016,0,Mobile
530,901,2024-01-05,1026,0,Mobile
531,4965,2022-05-29,284,0,Tablet
532,1114,2023-02-25,1186,0,Mobile
533,4014,2023-05-29,2264,0,Mobile
534,3309,2024-02-20,1921,0,Tablet
535,4258,2023-11-29,3231,0,Desktop
536,3320,2024-02-11,1039,0,Mobile
537,3340,2023-09-05,2070,0,Desktop
538,1035,2023-02-28,857,0,Mobile
539,3011,2022-12-19,483,0,Desktop
540,3379,2023-09-26,1549,0,Mobile
541,196,2023-03-27,2005,0,Mobile
542,132,2023-03-19,1793,0,Desktop
543,1206,2023-08-16,3553,0,Mobile
544,1146,2023-06-20,1633,0,Mobile
545,135,2023-12-29,1808,0,Mobile
546,3271,2023-08-18,2929,0,Mobile
547,1677,2023-09-20,544,0,Mobile
548,421,2024-01-22,606,0,Desktop
549,830,2023-04-01,1542,0,Mobile
550,3811,2023-09-19,2686,0,Desktop
551,640,2024-01-08,1463,0,Desktop
552,4519,2024-01-08,175,0,Desktop
553,3928,2023-10-15,1453,0,Mobile
554,2543,2024-01-03,689,0,Mobile
555,830,2023-01-14,3058,0,Desktop
556,2209,2023-07-04,111,0,Mobile
557,4269,2023-04-20,108,0,Mobile
558,2737,2024-01-09,1431,0,Desktop
559,2335,2023-03-10,218,0,Desktop
560,4798,2024-01-02,1805,0,Desktop
561,3551,2024-02-10,2115,0,Mobile
562,4490,2023-12-24,2082,0,Mobile
563,1257,2023-05-08,1362,0,Desktop
564,3604,2023-12-20,1104,0,Mobile
565,1609,2023-10-06,2536,0,Mobile
566,3231,2024-02-13,181,0,Mobile
567,100,2022-10-12,806,0,Mobile
568,1587,2023-12-04,3284,0,Desktop
569,1243,2023-09-08,2250,0,Mobile
570,1726,2023-12-20,281,0,Mobile
571,307,2023-03-24,2988,0,Mobile
572,542,2023-08-19,1928,0,Desktop
573,1357,2024-02-06,477,0,Mobile
574,3766,2023-12-13,1413,0,Desktop
575,3049,2023-10-18,1067,0,Mobile
576,4489,2024-02-04,2596,0,Desktop
577,4315,2023-01-19,2745,0,Desktop
578,4832,2024-01-14,2805,0,Mobile
579,4865,2023-11-04,936,0,Desktop
580,3555,2023-12-07,1124,0,Mobile
581,4169,2023-09-20,2053,0,Tablet
582,3316,2022-07-28,2433,0,Mobile
583,2111,2023-07-26,3385,0,Mobile
584,1832,2023-05-03,1028,0,Mobile
585,1256,2022-06-10,2866,0,Mobile
586,2974,2023-05-25,3051,0,Mobile
587,4642,2024-01-03,1235,0,Mobile
588,1331,2023-09-04,1980,0,Desktop
589,544,2023-07-31,243,0,Mobile
590,3541,2023-11-28,1706,0,Mobile
591,251,2023-03-11,1527,0,Mobile
592,1931,2024-01-15,2024,0,Desktop
593,3247,2023-09-25,886,0,Mobile
594,1927,2023-04-29,1006,0,Desktop
595,1351,2024-02-03,662,0,Mobile
596,4862,2023-07-21,3504,0,Mobile
597,673,2023-11-26,3271,0,Desktop
598,1230,2023-07-20,1765,0,Mobile
599,757,2023-12-30,220,0,Mobile
600,1455,2023-07-01,556,0,Mobile
601,3005,2024-02-02,2818,0,Desktop
602,2927,2023-11-16,2352,0,Mobile
603,1354,2024-02-11,1362,0,Mobile
604,4775,2024-02-25,171,0,Desktop
605,1575,2023-08-15,1610,0,Desktop
606,4018,2024-02-03,1104,0,Mobile
607,4310,2023-01-29,3417,0,Desktop
608,1136,2023-12-31,1903,0,Desktop
609,2130,2023-09-12,2645,0,Desktop
610,4218,2023-08-26,2043,0,Desktop
611,2325,2023-05-22,1621,0,Desktop
612,1334,2024-02-08,1946,0,Desktop
613,2939,2023-11-21,1265,0,Mobile
614,3286,2024-01-10,3315,0,Desktop
615,2534,2023-03-25,872,0,Mobile
616,1219,2023-11-09,160,0,Mobile
617,4815,2023-10-17,614,0,Mobile
618,3678,2023-06-07,621,0,Desktop
619,2315,2023-05-22,2826,0,Mobile
620,1960,2023-10-17,1982,0,Mobile
621,1005,2023-07-19,2914,0,Mobile
622,3877,2024-02-27,148,0,Mobile
623,3202,2022-07-20,1423,0,Mobile
624,258,2023-08-06,1605,0,Mobile
625,4077,2023-12-07,2706,0,Tablet
626,2651,2024-02-15,554,0,Desktop
627,3460,2023-05-24,3088,0,Mobile
628,1508,2023-08-16,3570,0,Desktop
629,2053,2023-11-06,391,0,Mobile
630,2741,2022-10-02,182,0,Desktop
631,1967,2023-12-26,2483,0,Mobile
632,2277,2024-02-22,2962,0,Mobile
633,315,2023-11-16,47,0,Desktop
634,2810,2023-11-09,1391,0,Mobile
635,3956,2024-01-22,836,0,Mobile
636,2724,2024-01-25,1130,0,Mobile
637,4332,2023-02-17,1791,0,Desktop
638,323,2024-02-17,2955,0,Mobile
639,2378,2023-08-07,3105,0,Mobile
640,2331,2023-06-25,83,0,Mobile
641,515,2024-01-18,3407,0,Desktop
642,3798,2024-02-16,955,0,Desktop
643,4841,2022-09-12,1850,0,Mobile
644,318,2024-02-16,949,0,Desktop
645,4748,2023-04-25,1627,0,Mobile
646,4348,2023-05-03,176,0,Mobile
647,3681,2023-06-03,1636,0,Mobile
