order_item_id,order_id,product_id,quantity,unit_price
123,64,94,1,442.81
124,64,123,1,115.27
125,64,102,1,262.6
126,65,64,1,153.43
127,65,114,3,114.93
128,65,178,1,89.01
129,66,46,2,134.94
130,67,16,1,158.02
131,68,46,1,134.94
132,68,76,1,223.04
133,69,61,1,90.67
134,70,41,1,424.0
135,70,44,1,918.47
136,70,15,1,145.35
137,71,83,1,27.68
138,71,25,1,132.69
139,72,178,2,89.01
140,72,150,2,147.89
141,73,72,1,45.77
142,73,102,1,262.6
143,73,47,1,142.57
144,73,134,1,319.11
145,73,142,1,146.59
146,74,11,2,309.79
147,75,93,1,108.59
148,75,71,2,1455.04
149,75,197,1,122.77
150,76,45,1,1397.19
151,76,14,1,133.96
152,77,17,2,175.3
153,78,44,1,918.47
154,78,31,1,50.0
155,78,22,2,40.75
156,79,142,1,146.59
157,79,102,1,262.6
158,79,94,1,442.81
159,79,49,2,117.22
160,79,61,1,90.67
161,80,165,1,215.84
162,81,82,1,1443.13
163,82,61,1,90.67
164,82,120,1,86.17
165,82,165,1,215.84
166,83,124,1,188.55
167,83,107,1,212.22
168,84,51,3,132.14
169,85,118,3,64.36
170,86,50,1,285.38
171,86,91,1,63.51
172,87,189,1,142.69
173,87,72,1,45.77
174,88,65,1,137.89
175,89,38,3,228.69
176,89,147,2,42.26
177,89,144,1,136.89
178,89,74,1,85.11
179,90,179,1,62.32
180,91,42,1,43.28
181,92,112,1,138.38
182,92,174,1,229.2
183,93,150,1,147.89
184,93,103,1,183.83
185,93,71,1,1455.04
186,93,124,1,188.55
187,93,159,2,271.73
188,94,56,1,903.05
189,95,105,1,132.87
190,96,173,1,135.69
191,96,192,1,193.47
192,97,54,1,230.29
193,97,87,1,83.19
194,98,146,1,139.47
195,99,4,2,185.86
196,100,16,2,158.02
197,100,122,1,56.24
198,101,120,1,86.17
199,102,10,1,184.48
200,102,18,1,199.81
201,102,111,1,1353.44
202,103,131,1,25.47
203,104,94,1,442.81
204,105,61,3,90.67
205,106,195,1,908.54
206,106,11,1,309.79
207,106,129,1,147.79
208,107,171,1,381.67
209,107,48,2,249.41
210,107,146,1,139.47
211,107,196,1,33.85
212,107,161,2,387.59
213,108,187,1,170.26
214,109,200,1,26.07
215,110,116,1,178.06
216,111,164,1,21.28
217,111,55,1,409.46
218,112,23,1,382.12
219,113,59,1,54.01
220,113,45,1,1397.19
221,113,39,1,486.51
222,113,145,1,56.93
223,114,180,1,427.23
224,114,128,2,369.7
225,115,121,1,121.16
226,115,10,1,184.48
227,116,151,1,92.1
228,116,143,1,243.28
229,117,74,1,85.11
230,117,139,1,89.67
231,117,90,1,239.47
232,117,107,1,212.22
233,117,48,1,249.41
234,118,175,1,341.06
235,119,14,1,133.96
236,119,119,1,604.69
237,119,97,1,11.1
238,120,183,1,94.37
239,121,200,1,26.07
240,121,132,1,106.16
241,122,115,1,174.95
242,123,46,1,134.94
243,124,73,1,174.96
244,124,129,1,147.79
245,125,75,1,464.73
246,126,133,1,82.38
247,126,49,1,117.22
248,126,183,1,94.37
249,126,123,1,115.27
250,126,157,1,193.48
251,127,110,1,496.97
252,127,15,1,145.35
253,128,64,1,153.43
254,129,90,1,239.47
255,129,175,1,341.06
256,129,8,1,144.16
257,129,137,1,286.12
258,129,116,1,178.06
259,130,96,1,108.5
260,130,73,1,174.96
261,131,120,1,86.17
262,132,136,2,340.11
263,132,161,1,387.59
264,133,15,1,145.35
265,133,114,1,114.93
266,133,116,1,178.06
267,134,54,1,230.29
268,134,109,1,87.35
269,135,91,1,63.51
270,135,119,1,604.69
271,135,159,1,271.73
272,136,73,1,174.96
273,137,67,1,63.55
274,138,182,2,101.52
275,138,48,1,249.41
276,139,143,1,243.28
277,140,152,2,1344.36
278,140,150,1,147.89
279,141,4,1,185.86
280,141,36,1,1038.48
281,142,68,2,93.7
282,143,139,1,89.67
283,144,7,1,408.53
284,145,170,1,156.17
285,146,178,1,89.01
286,147,153,1,1178.71
287,148,47,1,142.57
288,149,40,2,137.77
289,149,66,1,410.55
290,150,45,1,1397.19
291,151,38,1,228.69
292,151,92,1,149.45
293,152,156,1,148.3
294,152,112,1,138.38
295,152,149,1,138.97
296,152,185,1,127.63
297,152,45,1,1397.19
298,153,21,2,45.23
299,153,25,2,132.69
300,153,130,1,36.61
301,154,103,1,183.83
302,154,21,1,45.23
303,154,15,1,145.35
304,154,139,1,89.67
305,154,149,1,138.97
306,155,48,1,249.41
307,155,76,1,223.04
308,155,72,1,45.77
309,155,23,1,382.12
310,155,191,3,144.92
311,156,171,1,381.67
312,156,61,1,90.67
313,156,138,1,211.26
314,157,62,1,247.06
315,158,33,1,189.01
316,159,74,1,85.11
317,159,36,1,1038.48
318,160,44,1,918.47
319,161,45,2,1397.19
320,161,126,2,105.71
321,162,5,1,13.72
322,163,164,1,21.28
323,163,23,1,382.12
324,163,199,2,206.92
325,163,58,1,381.97
326,163,83,1,27.68
327,164,42,2,43.28
328,165,29,1,271.9
329,165,13,1,46.67
330,166,149,1,138.97
331,167,20,1,933.24
332,168,54,2,230.29
333,169,198,1,119.57
334,170,27,1,64.29
335,170,160,1,148.77
336,171,169,1,1292.26
337,172,153,1,1178.71
338,173,79,1,113.0
339,173,58,1,381.97
340,174,1,1,86.27
341,174,37,1,388.93
342,175,2,1,40.81
343,176,150,1,147.89
344,177,101,1,147.76
345,177,148,1,193.1
346,178,99,2,63.93
347,178,178,1,89.01
348,179,185,1,127.63
349,179,63,1,1005.52
350,180,30,1,199.51
351,180,90,1,239.47
352,180,112,1,138.38
353,180,167,3,139.34
354,181,107,1,212.22
355,181,168,1,132.11
356,182,43,1,143.49
357,183,39,1,486.51
358,184,6,2,68.73
359,185,160,1,148.77
360,186,141,1,94.93
361,186,113,1,133.78
362,186,100,1,31.76
363,187,159,1,271.73
364,188,97,1,11.1
365,189,90,1,239.47
366,189,162,1,65.8
367,189,91,1,63.51
368,189,13,1,46.67
369,189,154,1,75.04
370,190,38,1,228.69
371,191,134,1,319.11
372,191,146,1,139.47
373,191,9,2,54.83
374,191,50,1,285.38
375,192,49,1,117.22
376,193,40,1,137.77
377,194,35,2,130.51
378,194,145,1,56.93
379,195,9,1,54.83
380,195,199,1,206.92
381,196,54,1,230.29
382,197,185,1,127.63
383,197,35,2,130.51
384,198,145,1,56.93
385,198,45,1,1397.19
386,198,11,1,309.79
387,199,167,1,139.34
388,199,42,3,43.28
389,200,145,2,56.93
390,200,93,1,108.59
391,200,51,2,132.14
392,200,53,1,146.9
393,200,116,1,178.06
394,201,192,1,193.47
395,202,40,1,137.77
396,203,87,1,83.19
397,204,164,1,21.28
398,204,12,1,172.46
399,205,76,1,223.04
400,206,95,1,156.79
401,207,12,3,172.46
402,208,166,1,651.56
403,209,81,1,138.71
404,210,199,1,206.92
405,210,151,1,92.1
406,210,135,2,1093.64
407,211,57,3,16.33
408,211,93,1,108.59
409,211,37,1,388.93
410,211,73,1,174.96
411,211,105,1,132.87
412,212,134,1,319.11
413,213,184,1,1136.09
414,213,27,1,64.29
415,213,48,1,249.41
416,213,168,1,132.11
417,214,43,2,143.49
418,215,196,1,33.85
419,215,91,1,63.51
420,215,121,1,121.16
421,216,45,2,1397.19
422,217,75,2,464.73
423,217,92,1,149.45
424,217,2,1,40.81
425,218,164,1,21.28
426,219,95,2,156.79
427,220,58,2,381.97
428,220,108,1,115.93
429,221,73,1,174.96
430,222,171,1,381.67
431,223,6,1,68.73
432,223,55,1,409.46
433,224,187,1,170.26
434,224,27,2,64.29
435,224,30,1,199.51
436,225,181,1,114.88
437,225,163,1,132.56
438,226,7,1,408.53
439,227,70,1,123.35
440,228,110,1,496.97
441,228,32,1,271.62
442,229,102,1,262.6
443,230,81,1,138.71
444,230,85,1,44.47
445,231,59,1,54.01
446,232,170,1,156.17
447,232,113,1,133.78
448,232,41,2,424.0
449,232,147,1,42.26
450,233,123,3,115.27
451,234,46,1,134.94
452,234,197,1,122.77
453,235,53,2,146.9
454,236,177,2,84.78
455,236,89,2,209.98
456,237,169,1,1292.26
457,237,46,1,134.94
458,237,103,1,183.83
459,237,62,2,247.06
460,237,70,1,123.35
461,238,4,1,185.86
462,238,11,1,309.79
463,238,50,1,285.38
464,238,48,1,249.41
465,238,97,1,11.1
466,239,197,2,122.77
467,239,79,1,113.0
468,239,179,1,62.32
469,240,138,3,211.26
470,240,173,1,135.69
471,240,79,1,113.0
472,240,186,1,1143.64
473,241,137,2,286.12
474,242,136,1,340.11
475,243,161,1,387.59
476,244,135,1,1093.64
477,245,162,1,65.8
478,246,124,1,188.55
479,247,21,1,45.23
480,248,137,1,286.12
481,248,79,1,113.0
482,249,188,1,38.35
483,250,26,2,133.8
484,251,66,2,410.55
485,251,179,2,62.32
486,251,152,1,1344.36
487,251,81,1,138.71
488,251,117,2,395.55
489,252,176,2,170.49
490,253,146,1,139.47
491,253,78,1,69.89
492,254,73,1,174.96
493,255,40,1,137.77
494,256,167,1,139.34
495,257,192,1,193.47
496,257,94,1,442.81
497,258,33,1,189.01
498,259,33,1,189.01
499,259,31,1,50.0
500,260,125,1,56.36
501,260,184,1,1136.09
502,260,132,1,106.16
503,260,91,1,63.51
504,261,198,1,119.57
505,262,26,3,133.8
506,263,80,1,47.44
507,263,54,1,230.29
508,264,191,1,144.92
509,264,164,1,21.28
510,265,200,1,26.07
511,266,53,1,146.9
512,266,125,1,56.36
513,266,167,1,139.34
514,266,193,1,1396.89
515,267,63,1,1005.52
516,268,79,1,113.0
517,269,103,1,183.83
518,269,152,1,1344.36
519,270,182,1,101.52
520,270,6,1,68.73
521,271,101,2,147.76
522,271,36,1,1038.48
523,272,24,1,212.56
524,272,174,1,229.2
525,272,84,1,89.7
526,272,120,1,86.17
527,272,198,1,119.57
528,273,181,1,114.88
529,274,110,2,496.97
530,274,148,1,193.1
531,274,9,1,54.83
532,275,193,1,1396.89
533,276,145,1,56.93
534,276,51,1,132.14
535,276,136,2,340.11
536,277,35,1,130.51
537,277,180,1,427.23
538,278,83,1,27.68
539,278,132,1,106.16
540,278,77,1,102.66
541,278,158,3,69.74
542,279,60,1,83.92
543,279,24,3,212.56
544,280,200,1,26.07
545,281,68,1,93.7
546,282,84,1,89.7
547,282,170,1,156.17
548,283,112,1,138.38
549,283,115,1,174.95
550,283,1,1,86.27
551,283,13,1,46.67
552,284,102,1,262.6
553,285,32,1,271.62
554,286,158,1,69.74
555,286,109,1,87.35
556,287,122,2,56.24
557,287,76,1,223.04
558,288,138,2,211.26
559,289,50,1,285.38
560,289,106,1,176.71
561,289,45,1,1397.19
562,290,29,1,271.9
563,290,23,1,382.12
564,291,94,1,442.81
565,292,192,1,193.47
566,292,172,1,173.01
567,292,169,1,1292.26
568,292,123,1,115.27
569,292,155,1,711.87
570,293,136,1,340.11
571,293,126,1,105.71
572,294,17,1,175.3
573,294,181,1,114.88
574,295,93,1,108.59
575,295,159,1,271.73
576,296,95,1,156.79
577,296,50,1,285.38
578,296,20,1,933.24
579,297,125,1,56.36
580,298,135,2,1093.64
581,299,51,2,132.14
582,300,164,1,21.28
583,301,155,3,711.87
584,302,95,1,156.79
585,302,136,1,340.11
586,302,200,1,26.07
587,302,6,1,68.73
588,302,1,1,86.27
589,303,75,1,464.73
590,303,185,1,127.63
591,303,160,1,148.77
592,303,37,1,388.93
593,304,50,1,285.38
594,304,58,1,381.97
595,305,119,1,604.69
596,305,55,3,409.46
597,306,102,1,262.6
598,306,93,1,108.59
599,306,168,1,132.11
600,307,183,1,94.37
601,307,151,1,92.1
602,308,110,1,496.97
603,308,179,1,62.32
604,309,91,3,63.51
605,309,32,1,271.62
606,309,27,1,64.29
607,309,198,1,119.57
608,310,151,1,92.1
609,311,118,1,64.36
610,311,109,2,87.35
611,312,73,1,174.96
612,313,34,2,149.46
613,313,12,1,172.46
614,314,152,1,1344.36
615,315,101,1,147.76
616,315,27,2,64.29
617,315,30,1,199.51
618,316,196,1,33.85
619,317,65,1,137.89
620,317,88,1,138.9
621,317,168,1,132.11
622,318,136,1,340.11
623,318,76,1,223.04
624,319,106,1,176.71
625,319,125,1,56.36
626,319,177,1,84.78
627,320,158,1,69.74
628,321,103,2,183.83
629,322,195,3,908.54
630,323,58,1,381.97
631,323,32,1,271.62
632,323,88,1,138.9
633,323,94,1,442.81
634,323,155,1,711.87
635,324,116,1,178.06
636,325,77,1,102.66
637,326,95,1,156.79
638,327,31,2,50.0
639,328,117,1,395.55
640,329,75,1,464.73
641,330,15,1,145.35
642,331,78,2,69.89
643,331,20,1,933.24
644,331,25,1,132.69
645,331,83,2,27.68
646,332,111,1,1353.44
647,333,56,1,903.05
648,333,62,2,247.06
649,334,172,1,173.01
650,334,68,1,93.7
651,335,123,1,115.27
652,335,72,1,45.77
653,336,127,1,38.36
654,337,96,1,108.5
655,338,171,1,381.67
656,338,187,1,170.26
657,339,133,1,82.38
658,340,83,2,27.68
659,340,8,1,144.16
660,340,156,1,148.3
661,341,18,1,199.81
662,342,59,3,54.01
663,342,113,2,133.78
664,342,31,1,50.0
665,342,123,2,115.27
666,343,198,1,119.57
667,343,92,1,149.45
668,344,148,1,193.1
669,345,34,1,149.46
670,346,44,1,918.47
671,346,57,2,16.33
672,347,144,3,136.89
673,347,25,1,132.69
674,348,13,1,46.67
675,349,193,1,1396.89
676,349,8,1,144.16
677,350,188,1,38.35
678,350,58,1,381.97
679,351,165,1,215.84
680,351,168,2,132.11
681,351,178,1,89.01
682,351,28,1,85.46
683,351,59,1,54.01
684,352,200,1,26.07
685,353,15,1,145.35
686,354,162,1,65.8
687,355,28,1,85.46
688,356,195,2,908.54
689,356,159,1,271.73
690,356,104,1,41.16
691,356,61,2,90.67
692,357,12,1,172.46
693,358,143,1,243.28
694,359,33,1,189.01
695,359,148,1,193.1
696,360,154,2,75.04
697,360,149,1,138.97
698,361,181,1,114.88
699,362,8,3,144.16
700,363,168,1,132.11
701,363,8,1,144.16
702,364,108,1,115.93
703,364,108,1,115.93
704,365,59,1,54.01
705,366,35,1,130.51
706,367,184,1,1136.09
707,368,26,2,133.8
708,368,135,2,1093.64
709,368,23,2,382.12
710,368,188,1,38.35
711,369,41,1,424.0
712,369,198,1,119.57
713,370,88,1,138.9
714,370,200,1,26.07
715,371,49,1,117.22
716,372,2,1,40.81
717,373,166,2,651.56
718,373,32,1,271.62
719,374,33,1,189.01
720,374,138,1,211.26
721,374,192,1,193.47
722,375,54,3,230.29
723,376,137,1,286.12
724,376,85,1,44.47
725,377,108,1,115.93
726,378,142,2,146.59
727,378,87,1,83.19
728,378,51,1,132.14
729,378,59,2,54.01
730,378,173,2,135.69
731,379,189,1,142.69
732,379,105,1,132.87
733,379,67,1,63.55
734,379,137,1,286.12
735,380,153,1,1178.71
736,380,105,1,132.87
737,381,162,1,65.8
738,381,55,1,409.46
739,382,30,1,199.51
740,383,25,1,132.69
741,383,106,1,176.71
742,384,157,3,193.48
743,385,30,1,199.51
744,386,150,1,147.89
745,386,198,1,119.57
746,387,151,1,92.1
747,388,168,2,132.11
748,389,8,1,144.16
749,390,9,1,54.83
750,391,13,1,46.67
751,391,84,1,89.7
752,392,39,1,486.51
753,392,146,1,139.47
754,393,19,1,190.53
755,393,189,1,142.69
756,394,152,1,1344.36
757,394,109,1,87.35
758,394,126,1,105.71
759,395,158,1,69.74
760,396,62,1,247.06
761,397,37,1,388.93
762,398,71,1,1455.04
763,398,156,1,148.3
764,398,62,1,247.06
765,398,128,1,369.7
766,399,173,1,135.69
767,400,64,1,153.43
768,401,109,1,87.35
769,402,116,1,178.06
770,402,131,2,25.47
771,403,3,1,22.17
772,403,119,1,604.69
773,404,183,1,94.37
774,404,98,1,467.24
775,405,130,1,36.61
776,406,180,1,427.23
777,407,187,2,170.26
778,407,88,2,138.9
779,408,150,1,147.89
780,408,30,1,199.51
781,408,33,2,189.01
782,408,106,1,176.71
783,409,116,1,178.06
784,410,198,1,119.57
785,410,200,1,26.07
786,411,190,1,388.11
787,412,80,1,47.44
788,412,98,1,467.24
789,413,174,1,229.2
790,413,198,1,119.57
791,413,174,3,229.2
792,413,26,1,133.8
793,414,170,1,156.17
794,414,82,1,1443.13
795,414,69,3,247.21
796,415,139,2,89.67
797,416,190,1,388.11
798,416,109,1,87.35
799,417,12,1,172.46
800,418,185,1,127.63
801,419,51,2,132.14
802,420,148,1,193.1
803,421,121,1,121.16
804,421,138,2,211.26
805,422,78,1,69.89
806,422,179,2,62.32
807,422,16,1,158.02
808,423,92,1,149.45
809,423,56,1,903.05
810,423,137,2,286.12
811,423,19,2,190.53
812,424,117,1,395.55
813,425,131,1,25.47
814,425,42,1,43.28
815,425,147,1,42.26
816,426,161,1,387.59
817,426,66,1,410.55
818,427,111,1,1353.44
819,428,66,1,410.55
820,428,55,2,409.46
821,429,25,1,132.69
822,430,6,1,68.73
823,430,129,1,147.79
824,430,1,1,86.27
825,430,101,1,147.76
826,430,83,1,27.68
827,431,135,1,1093.64
828,432,11,1,309.79
829,432,146,1,139.47
830,433,35,1,130.51
831,433,58,3,381.97
832,434,199,2,206.92
833,435,34,1,149.46
834,435,92,1,149.45
835,436,27,1,64.29
836,437,5,1,13.72
837,438,138,1,211.26
838,439,133,1,82.38
839,440,117,1,395.55
840,440,185,1,127.63
841,440,12,1,172.46
842,440,144,1,136.89
843,440,184,1,1136.09
844,441,166,1,651.56
845,441,189,1,142.69
846,442,73,1,174.96
847,443,71,1,1455.04
848,444,32,1,271.62
849,445,187,2,170.26
850,446,72,1,45.77
851,447,83,3,27.68
852,448,52,1,186.85
853,448,122,2,56.24
854,449,31,2,50.0
855,450,116,1,178.06
856,451,117,1,395.55
857,451,30,1,199.51
858,452,171,1,381.67
859,452,182,2,101.52
860,453,44,1,918.47
861,453,44,1,918.47
862,454,72,1,45.77
863,454,156,1,148.3
864,455,90,1,239.47
865,456,48,2,249.41
866,456,91,1,63.51
867,457,101,1,147.76
868,457,131,1,25.47
869,457,144,1,136.89
870,458,151,1,92.1
871,459,17,1,175.3
872,459,106,1,176.71
873,460,105,1,132.87
874,461,112,2,138.38
875,462,176,3,170.49
876,462,147,1,42.26
877,462,134,3,319.11
878,462,131,2,25.47
879,463,30,2,199.51
880,463,133,3,82.38
881,464,49,1,117.22
882,465,192,3,193.47
883,465,14,1,133.96
884,466,9,1,54.83
885,467,100,1,31.76
886,467,98,1,467.24
887,467,105,1,132.87
888,467,53,1,146.9
889,467,53,1,146.9
890,468,106,3,176.71
891,468,13,1,46.67
892,468,11,1,309.79
893,469,44,1,918.47
894,469,117,1,395.55
895,469,28,1,85.46
896,470,130,1,36.61
897,470,172,1,173.01
898,470,86,1,21.48
899,471,163,1,132.56
900,472,97,1,11.1
901,473,49,1,117.22
902,474,173,1,135.69
903,474,35,1,130.51
904,475,134,1,319.11
905,475,37,1,388.93
906,476,170,1,156.17
907,476,200,1,26.07
908,477,99,2,63.93
909,477,180,1,427.23
910,477,123,1,115.27
911,477,85,1,44.47
912,478,28,1,85.46
913,479,109,1,87.35
914,480,180,1,427.23
915,480,144,1,136.89
916,481,91,1,63.51
917,482,42,1,43.28
918,482,195,1,908.54
919,482,118,1,64.36
920,482,104,2,41.16
921,482,111,1,1353.44
922,483,66,1,410.55
923,484,47,1,142.57
924,484,175,2,341.06
925,484,149,1,138.97
926,485,38,1,228.69
927,485,70,2,123.35
928,485,128,1,369.7
929,486,123,2,115.27
930,487,159,1,271.73
931,487,87,1,83.19
932,487,11,1,309.79
933,487,174,1,229.2
934,488,24,1,212.56
935,488,141,1,94.93
936,489,188,1,38.35
937,489,102,1,262.6
938,490,26,1,133.8
939,490,153,1,1178.71
940,491,62,1,247.06
941,491,124,1,188.55
942,491,47,1,142.57
943,492,163,1,132.56
944,492,142,2,146.59
945,492,162,1,65.8
946,493,24,1,212.56
947,494,150,1,147.89
948,494,149,2,138.97
949,495,28,1,85.46
950,495,112,1,138.38
951,495,109,1,87.35
952,496,81,1,138.71
953,496,129,1,147.79
954,497,85,1,44.47
955,498,178,1,89.01
956,499,76,1,223.04
957,499,165,1,215.84
958,499,172,1,173.01
959,500,11,1,309.79
960,501,83,1,27.68
961,502,159,1,271.73
962,502,148,1,193.1
963,503,154,1,75.04
964,504,20,1,933.24
965,505,134,1,319.11
966,506,187,1,170.26
967,506,172,1,173.01
968,507,20,1,933.24
969,508,114,1,114.93
970,508,164,1,21.28
971,509,52,1,186.85
972,509,176,1,170.49
973,510,116,1,178.06
974,511,56,2,903.05
975,512,30,1,199.51
976,512,56,1,903.05
977,512,137,1,286.12
978,512,43,1,143.49
979,513,95,1,156.79
980,513,117,2,395.55
981,514,107,1,212.22
982,515,71,1,1455.04
983,515,4,2,185.86
984,515,12,1,172.46
985,515,120,2,86.17
986,515,160,1,148.77
987,516,67,1,63.55
988,516,16,2,158.02
989,516,184,1,1136.09
990,516,44,1,918.47
991,517,86,1,21.48
992,517,157,1,193.48
993,517,30,1,199.51
994,517,16,1,158.02
995,518,11,2,309.79
996,518,1,1,86.27
997,518,3,1,22.17
998,518,58,1,381.97
999,519,135,1,1093.64
1000,520,27,2,64.29
1001,520,140,2,490.62
1002,520,69,1,247.21
1003,520,7,1,408.53
1004,521,52,1,186.85
1005,522,133,3,82.38
1006,522,11,1,309.79
1007,523,166,1,651.56
1008,523,177,1,84.78
1009,523,46,2,134.94
1010,524,53,2,146.9
1011,525,157,2,193.48
1012,526,23,1,382.12
1013,527,130,1,36.61
1014,527,127,1,38.36
1015,527,40,1,137.77
1016,527,139,2,89.67
1017,527,6,1,68.73
1018,528,143,1,243.28
1019,529,155,2,711.87
1020,530,99,2,63.93
1021,530,193,3,1396.89
1022,531,126,1,105.71
1023,531,75,2,464.73
1024,532,181,1,114.88
1025,532,116,2,178.06
1026,532,30,2,199.51
1027,532,190,1,388.11
1028,532,105,1,132.87
1029,533,69,3,247.21
1030,533,95,1,156.79
1031,534,198,1,119.57
1032,535,16,1,158.02
1033,536,130,2,36.61
1034,537,191,1,144.92
1035,537,189,1,142.69
1036,537,57,1,16.33
1037,538,158,1,69.74
1038,538,136,1,340.11
1039,538,119,1,604.69
1040,539,84,1,89.7
1041,540,48,1,249.41
1042,540,165,1,215.84
1043,541,41,1,424.0
1044,542,145,1,56.93
1045,543,8,1,144.16
1046,543,161,2,387.59
1047,544,9,1,54.83
1048,544,110,1,496.97
1049,545,73,1,174.96
1050,546,140,1,490.62
1051,547,1,1,86.27
1052,548,87,1,83.19
1053,548,136,1,340.11
1054,548,198,1,119.57
1055,549,53,1,146.9
1056,549,39,1,486.51
1057,550,120,1,86.17
1058,550,184,1,1136.09
1059,550,35,1,130.51
1060,550,37,1,388.93
1061,550,131,1,25.47
1062,551,176,1,170.49
1063,552,109,3,87.35
1064,552,94,1,442.81
1065,552,17,1,175.3
1066,552,127,2,38.36
1067,552,198,1,119.57
1068,553,199,1,206.92
1069,553,157,1,193.48
1070,554,24,1,212.56
1071,555,77,1,102.66
1072,556,62,1,247.06
1073,556,200,1,26.07
1074,557,155,1,711.87
1075,558,1,1,86.27
1076,558,77,3,102.66
1077,559,176,1,170.49
1078,559,171,1,381.67
1079,560,157,1,193.48
1080,560,91,1,63.51
1081,561,97,1,11.1
1082,562,171,1,381.67
1083,563,44,1,918.47
1084,564,56,1,903.05
1085,564,72,3,45.77
1086,564,16,1,158.02
1087,564,197,1,122.77
1088,565,163,1,132.56
1089,565,79,1,113.0
1090,566,167,1,139.34
1091,566,18,2,199.81
1092,566,163,3,132.56
1093,566,120,1,86.17
1094,567,123,1,115.27
1095,567,32,1,271.62
1096,568,54,1,230.29
1097,569,130,1,36.61
1098,570,170,1,156.17
1099,570,20,1,933.24
1100,571,110,1,496.97
1101,572,81,1,138.71
1102,572,94,1,442.81
1103,573,23,1,382.12
1104,574,190,2,388.11
1105,575,176,3,170.49
1106,576,115,1,174.95
1107,576,62,1,247.06
1108,577,191,1,144.92
1109,577,78,2,69.89
1110,578,160,3,148.77
1111,579,41,1,424.0
1112,580,23,1,382.12
1113,581,24,1,212.56
1114,581,50,1,285.38
1115,581,24,1,212.56
1116,582,151,1,92.1
1117,583,113,2,133.78
1118,583,90,1,239.47
1119,584,146,2,139.47
1120,584,150,1,147.89
1121,584,159,1,271.73
1122,585,138,2,211.26
1123,586,11,1,309.79
1124,586,32,1,271.62
1125,587,140,2,490.62
1126,588,165,1,215.84
1127,589,121,2,121.16
1128,590,139,1,89.67
1129,591,104,1,41.16
1130,591,122,2,56.24
1131,592,194,1,134.08
1132,592,32,2,271.62
1133,593,190,1,388.11
1134,593,1,1,86.27
1135,593,177,1,84.78
1136,593,106,1,176.71
1137,594,170,1,156.17
1138,595,14,1,133.96
1139,596,62,1,247.06
1140,596,104,1,41.16
1141,597,48,1,249.41
1142,597,150,1,147.89
1143,597,79,2,113.0
1144,597,84,1,89.7
1145,597,192,2,193.47
